regal_sku,origin_sku,sale_Price
REGQJWTX622600,QJWT622600,34.96
REGQJWTX624600,QJWT624600,34.96
REGQJWTX626600,QJWT626600,34.96
REGQJWTX630600,QJWT630600,34.96
REGQJWTX632600,QJWT632600,34.96
REGQJWTX634600,QJWT634600,34.96
REGQJWTX636600,QJWT636600,34.96
REGQJWTX640600,QJWT640600,34.96
REGQJWTX642600,QJWT642600,36.5
REGQJWTX644600,QJWT644600,36.5
REGQJWTX646600,QJWT646600,36.5
REGQJWTX650600,QJWT650600,36.5
REGQJWTX652600,QJWT652600,36.5
REGQJWTX654600,QJWT654600,36.5
REGQJWTX656600,QJWT656600,36.5
REGQJWTX660600,QJWT660600,36.5
REGQJWTX662600,QJWT662600,36.5
REGQJWTX664600,QJWT664600,36.5
REGQJWTX666600,QJWT666600,36.5
REGQJWTX670600,QJWT670600,36.5
REGQJWTX672600,QJWT672600,36.5
REGQJWTX674600,QJWT674600,36.5
REGQJWTX676600,QJWT676600,36.5
REGQJWTX680600,QJWT680600,36.5
REGQJWTX682600,QJWT682600,38
REGQJWTX684600,QJWT684600,38
REGQJWTX686600,QJWT686600,38
REGQJWTX690600,QJWT690600,38
REGQJWTX692600,QJWT692600,38
REGQJWTX694600,QJWT694600,38
REGQJWTX696600,QJWT696600,38
REGQJWTX700600,QJWT700600,38
REGQJWTX702600,QJWT702600,38
REGQJWTX704600,QJWT704600,38
REGQJWTX706600,QJWT706600,38
REGQJWTX710600,QJWT710600,38
REGQJWTX712600,QJWT712600,38
REGQJWTX714600,QJWT714600,38
REGQJBKX194600,QJBK194600,15.34
REGQJBKX196600,QJBK196600,15.34
REGQJBKX200600,QJBK200600,15.34
REGQJBKX202600,QJBK202600,15.34
REGQJBKX204600,QJBK204600,15.34
REGQJBKX206600,QJBK206600,15.34
REGQJBKX210600,QJBK210600,15.34
REGQJBKX212600,QJBK212600,15.34
REGQJBKX214600,QJBK214600,15.34
REGQJBKX216600,QJBK216600,15.34
REGQJBKX220600,QJBK220600,15.34
REGQJBKX222600,QJBK222600,15.34
REGQJBKX224600,QJBK224600,15.34
REGQJBKX226600,QJBK226600,15.34
REGQJBKX230600,QJBK230600,15.34
REGQJBKX232600,QJBK232600,15.34
REGQJBKX234600,QJBK234600,15.34
REGQJBKX236600,QJBK236600,15.34
REGQJBKX240600,QJBK240600,15.34
REGQJBKX242600,QJBK242600,17.48
REGQJBKX244600,QJBK244600,17.48
REGQJBKX246600,QJBK246600,17.48
REGQJBKX250600,QJBK250600,17.48
REGQJBKX252600,QJBK252600,17.48
REGQJBKX254600,QJBK254600,17.48
REGQJBKX256600,QJBK256600,17.48
REGQJBKX260600,QJBK260600,17.48
REGQJBKX262600,QJBK262600,17.48
REGQJBKX264600,QJBK264600,17.48
REGQJBKX266600,QJBK266600,17.48
REGQJBKX270600,QJBK270600,17.48
REGQJBKX272600,QJBK272600,17.48
REGQJBKX274600,QJBK274600,17.48
REGQJBKX276600,QJBK276600,17.48
REGQJBKX280600,QJBK280600,17.48
REGQJBKX282600,QJBK282600,19.34
REGQJBKX284600,QJBK284600,19.34
REGQJBKX286600,QJBK286600,19.34
REGQJBKX290600,QJBK290600,19.34
REGQJBKX292600,QJBK292600,19.34
REGQJBKX294600,QJBK294600,19.34
REGQJBKX296600,QJBK296600,19.34
REGQJBKX300600,QJBK300600,19.34
REGQJBKX302600,QJBK302600,19.34
REGQJBKX304600,QJBK304600,19.34
REGQJBKX306600,QJBK306600,19.34
REGQJBKX310600,QJBK310600,19.34
REGQJBKX312600,QJBK312600,19.34
REGQJBKX314600,QJBK314600,19.34
REGQJBKX316600,QJBK316600,19.34
REGQJBKX320600,QJBK320600,19.34
REGQJBKX322600,QJBK322600,21
REGQJBKX324600,QJBK324600,21
REGQJBKX326600,QJBK326600,21
REGQJBKX330600,QJBK330600,21
REGQJBKX332600,QJBK332600,21
REGQJBKX334600,QJBK334600,21
REGQJBKX336600,QJBK336600,21
REGQJBKX340600,QJBK340600,21
REGQJBKX342600,QJBK342600,21
REGQJBKX344600,QJBK344600,21
REGQJBKX346600,QJBK346600,21
REGQJBKX350600,QJBK350600,21
REGQJBKX352600,QJBK352600,21
REGQJBKX354600,QJBK354600,21
REGQJBKX356600,QJBK356600,21
REGQJBKX360600,QJBK360600,21
REGQJBKX362600,QJBK362600,23.88
REGQJBKX364600,QJBK364600,23.88
REGQJBKX366600,QJBK366600,23.88
REGQJBKX370600,QJBK370600,23.88
REGQJBKX372600,QJBK372600,23.88
REGQJBKX374600,QJBK374600,23.88
REGQJBKX376600,QJBK376600,23.88
REGQJBKX380600,QJBK380600,23.88
REGQJBKX382600,QJBK382600,23.88
REGQJBKX384600,QJBK384600,23.88
REGQJBKX386600,QJBK386600,23.88
REGQJBKX390600,QJBK390600,23.88
REGQJBKX392600,QJBK392600,23.88
REGQJBKX394600,QJBK394600,23.88
REGQJBKX396600,QJBK396600,23.88
REGQJBKX400600,QJBK400600,23.88
REGQJBKX402600,QJBK402600,25.64
REGQJBKX404600,QJBK404600,25.64
REGQJBKX406600,QJBK406600,25.64
REGQJBKX410600,QJBK410600,25.64
REGQJBKX412600,QJBK412600,25.64
REGQJBKX414600,QJBK414600,25.64
REGQJBKX416600,QJBK416600,25.64
REGQJBKX420600,QJBK420600,25.64
REGQJBKX422600,QJBK422600,25.64
REGQJBKX424600,QJBK424600,25.64
REGQJBKX426600,QJBK426600,25.64
REGQJBKX430600,QJBK430600,25.64
REGQJBKX432600,QJBK432600,25.64
REGQJBKX434600,QJBK434600,25.64
REGQJBKX436600,QJBK436600,25.64
REGQJBKX440600,QJBK440600,25.64
REGQJBKX442600,QJBK442600,27.54
REGQJBKX444600,QJBK444600,27.54
REGQJBKX446600,QJBK446600,27.54
REGQJBKX450600,QJBK450600,27.54
REGQJBKX452600,QJBK452600,27.54
REGQJBKX454600,QJBK454600,27.54
REGQJBKX456600,QJBK456600,27.54
REGQJBKX460600,QJBK460600,27.54
REGQJBKX462600,QJBK462600,27.54
REGQJBKX464600,QJBK464600,27.54
REGQJBKX466600,QJBK466600,27.54
REGQJBKX470600,QJBK470600,27.54
REGQJBKX472600,QJBK472600,27.54
REGQJBKX474600,QJBK474600,27.54
REGQJBKX476600,QJBK476600,27.54
REGQJBKX480600,QJBK480600,27.54
REGQJBKX482600,QJBK482600,32.39
REGQJBKX484600,QJBK484600,32.39
REGQJBKX486600,QJBK486600,32.39
REGQJBKX490600,QJBK490600,32.39
REGQJBKX492600,QJBK492600,32.39
REGQJBKX494600,QJBK494600,32.39
REGQJBKX496600,QJBK496600,32.39
REGQJBKX500600,QJBK500600,32.39
REGQJBKX502600,QJBK502600,32.39
REGQJBKX504600,QJBK504600,32.39
REGQJBKX506600,QJBK506600,32.39
REGQJBKX510600,QJBK510600,32.39
REGQJBKX512600,QJBK512600,32.39
REGQJBKX514600,QJBK514600,32.39
REGQJBKX516600,QJBK516600,32.39
REGQJBKX520600,QJBK520600,32.39
REGQJBKX522600,QJBK522600,34.09
REGQJBKX524600,QJBK524600,34.09
REGQJBKX526600,QJBK526600,34.09
REGQJBKX530600,QJBK530600,34.09
REGQJBKX532600,QJBK532600,34.09
REGQJBKX534600,QJBK534600,34.09
REGQJBKX536600,QJBK536600,34.09
REGQJBKX540600,QJBK540600,34.09
REGQJBKX542600,QJBK542600,34.09
REGQJBKX544600,QJBK544600,34.09
REGQJBKX546600,QJBK546600,34.09
REGQJBKX550600,QJBK550600,34.09
REGQJBKX552600,QJBK552600,34.09
REGQJBKX554600,QJBK554600,34.09
REGQJBKX556600,QJBK556600,34.09
REGQJBKX560600,QJBK560600,34.09
REGQJBKX562600,QJBK562600,35.8
REGQJBKX564600,QJBK564600,35.8
REGQJBKX566600,QJBK566600,35.8
REGQJBKX570600,QJBK570600,35.8
REGQJBKX572600,QJBK572600,35.8
REGQJBKX574600,QJBK574600,35.8
REGQJBKX576600,QJBK576600,35.8
REGQJBKX580600,QJBK580600,35.8
REGQJBKX582600,QJBK582600,35.8
REGQJBKX584600,QJBK584600,35.8
REGQJBKX586600,QJBK586600,35.8
REGQJBKX590600,QJBK590600,35.8
REGQJBKX592600,QJBK592600,35.8
REGQJBKX594600,QJBK594600,35.8
REGQJBKX596600,QJBK596600,35.8
REGQJBKX600600,QJBK600600,35.8
REGQJBKX602600,QJBK602600,37.71
REGQJBKX604600,QJBK604600,37.71
REGQJBKX606600,QJBK606600,37.71
REGQJBKX610600,QJBK610600,37.71
REGQJBKX612600,QJBK612600,37.71
REGQJBKX614600,QJBK614600,37.71
REGQJBKX616600,QJBK616600,37.71
REGQJBKX620600,QJBK620600,37.71
REGQJBKX622600,QJBK622600,37.71
REGQJBKX624600,QJBK624600,37.71
REGQJBKX626600,QJBK626600,37.71
REGQJBKX630600,QJBK630600,37.71
REGQJBKX632600,QJBK632600,37.71
REGQJBKX634600,QJBK634600,37.71
REGQJBKX636600,QJBK636600,37.71
REGQJBKX640600,QJBK640600,37.71
REGQJBKX642600,QJBK642600,39.43
REGQJBKX644600,QJBK644600,39.43
REGQJBKX646600,QJBK646600,39.43
REGQJBKX650600,QJBK650600,39.43
REGQJBKX652600,QJBK652600,39.43
REGQJBKX654600,QJBK654600,39.43
REGQJBKX656600,QJBK656600,39.43
REGQJBKX660600,QJBK660600,39.43
REGQJBKX662600,QJBK662600,39.43
REGQJBKX664600,QJBK664600,39.43
REGQJBKX666600,QJBK666600,39.43
REGQJBKX670600,QJBK670600,39.43
REGQJBKX672600,QJBK672600,39.43
REGQJBKX674600,QJBK674600,39.43
REGQJBKX676600,QJBK676600,39.43
REGQJBKX680600,QJBK680600,39.43
REGQJBKX682600,QJBK682600,41.16
REGQJBKX684600,QJBK684600,41.16
REGQJBKX686600,QJBK686600,41.16
REGQJBKX690600,QJBK690600,41.16
REGQJBKX692600,QJBK692600,41.16
REGQJBKX694600,QJBK694600,41.16
REGQJBKX696600,QJBK696600,41.16
REGQJBKX700600,QJBK700600,41.16
REGQJBKX702600,QJBK702600,41.16
REGQJBKX704600,QJBK704600,41.16
REGQJBKX706600,QJBK706600,41.16
REGQJBKX710600,QJBK710600,41.16
REGQJBKX712600,QJBK712600,41.16
REGQJBKX714600,QJBK714600,41.16
REGQAWTX194600,QAWT194600,14.95
REGQAWTX196600,QAWT196600,14.95
REGQAWTX200600,QAWT200600,14.95
REGQAWTX202600,QAWT202600,14.95
REGQAWTX204600,QAWT204600,14.95
REGQAWTX206600,QAWT206600,14.95
REGQAWTX210600,QAWT210600,14.95
REGQAWTX212600,QAWT212600,14.95
REGQAWTX214600,QAWT214600,14.95
REGQAWTX216600,QAWT216600,14.95
REGQAWTX220600,QAWT220600,14.95
REGQAWTX222600,QAWT222600,14.95
REGQAWTX224600,QAWT224600,14.95
REGQAWTX226600,QAWT226600,14.95
REGQAWTX230600,QAWT230600,14.95
REGQAWTX232600,QAWT232600,14.95
REGQAWTX234600,QAWT234600,14.95
REGQAWTX236600,QAWT236600,14.95
REGQAWTX240600,QAWT240600,14.95
REGQAWTX242600,QAWT242600,16.98
REGQAWTX244600,QAWT244600,16.98
REGQAWTX246600,QAWT246600,16.98
REGQAWTX250600,QAWT250600,16.98
REGQAWTX252600,QAWT252600,16.98
REGQAWTX254600,QAWT254600,16.98
REGQAWTX256600,QAWT256600,16.98
REGQAWTX260600,QAWT260600,16.98
REGQAWTX262600,QAWT262600,16.98
REGQAWTX264600,QAWT264600,16.98
REGQAWTX266600,QAWT266600,16.98
REGQAWTX270600,QAWT270600,16.98
REGQAWTX272600,QAWT272600,16.98
REGQAWTX274600,QAWT274600,16.98
REGQAWTX276600,QAWT276600,16.98
REGQAWTX280600,QAWT280600,16.98
REGQAWTX282600,QAWT282600,18.63
REGQAWTX284600,QAWT284600,18.63
REGQAWTX286600,QAWT286600,18.63
REGQAWTX290600,QAWT290600,18.63
REGQAWTX292600,QAWT292600,18.63
REGQAWTX294600,QAWT294600,18.63
REGQAWTX296600,QAWT296600,18.63
REGQAWTX300600,QAWT300600,18.63
REGQAWTX302600,QAWT302600,18.63
REGQAWTX304600,QAWT304600,18.63
REGQAWTX306600,QAWT306600,18.63
REGQAWTX310600,QAWT310600,18.63
REGQAWTX312600,QAWT312600,18.63
REGQAWTX314600,QAWT314600,18.63
REGQAWTX316600,QAWT316600,18.63
REGQAWTX320600,QAWT320600,18.63
REGQAWTX322600,QAWT322600,20.11
REGQAWTX324600,QAWT324600,20.11
REGQAWTX326600,QAWT326600,20.11
REGQAWTX330600,QAWT330600,20.11
REGQAWTX332600,QAWT332600,20.11
REGQAWTX334600,QAWT334600,20.11
REGQAWTX336600,QAWT336600,20.11
REGQAWTX340600,QAWT340600,19.39
REGQAWTX342600,QAWT342600,20.11
REGQAWTX344600,QAWT344600,20.11
REGQAWTX346600,QAWT346600,20.11
REGQAWTX350600,QAWT350600,20.11
REGQAWTX352600,QAWT352600,20.11
REGQAWTX354600,QAWT354600,20.11
REGQAWTX356600,QAWT356600,20.11
REGQAWTX360600,QAWT360600,20.11
REGQKWTX200480,QKWT200480,7.07
REGQKWTX204480,QKWT204480,7.07
REGQKWTX210480,QKWT210480,7.07
REGQKWTX214480,QKWT214480,7.07
REGQKWTX220480,QKWT220480,7.07
REGQKWTX224480,QKWT224480,7.07
REGQKWTX230480,QKWT230480,7.07
REGQKWTX234480,QKWT234480,7.07
REGQKWTX240480,QKWT240480,7.07
REGQKWTX244480,QKWT244480,8.25
REGQKWTX250480,QKWT250480,8.25
REGQKWTX254480,QKWT254480,8.25
REGQKWTX260480,QKWT260480,8.25
REGQKWTX264480,QKWT264480,8.25
REGQKWTX270480,QKWT270480,8.25
REGQKWTX274480,QKWT274480,8.25
REGQKWTX280480,QKWT280480,8.25
REGQKWTX284480,QKWT284480,9.43
REGQKWTX290480,QKWT290480,9.43
REGQKWTX294480,QKWT294480,9.43
REGQKWTX300480,QKWT300480,9.43
REGQKWTX304480,QKWT304480,9.43
REGQKWTX310480,QKWT310480,9.43
REGQKWTX314480,QKWT314480,9.43
REGQKWTX320480,QKWT320480,9.43
REGQKWTX324480,QKWT324480,10.61
REGQKWTX330480,QKWT330480,10.61
REGQKWTX334480,QKWT334480,10.61
REGQKWTX340480,QKWT340480,10.61
REGQKWTX344480,QKWT344480,10.61
REGQKWTX350480,QKWT350480,10.61
REGQKWTX354480,QKWT354480,10.61
REGQKWTX360480,QKWT360480,10.61
REGQKWTX364480,QKWT364480,11.79
REGQKWTX370480,QKWT370480,11.79
REGQKWTX374480,QKWT374480,11.79
REGQKWTX380480,QKWT380480,11.79
REGQKWTX384480,QKWT384480,11.79
REGQKWTX390480,QKWT390480,11.79
REGQKWTX394480,QKWT394480,11.79
REGQKWTX400480,QKWT400480,11.79
REGQKWTX404480,QKWT404480,12.96
REGQKWTX410480,QKWT410480,12.96
REGQKWTX414480,QKWT414480,12.96
REGQKWTX420480,QKWT420480,12.96
REGQKWTX424480,QKWT424480,12.96
REGQKWTX430480,QKWT430480,12.96
REGQKWTX434480,QKWT434480,12.96
REGQKWTX440480,QKWT440480,12.96
REGQKWTX444480,QKWT444480,14.14
REGQKWTX450480,QKWT450480,14.14
REGQKWTX454480,QKWT454480,14.14
REGQKWTX460480,QKWT460480,14.14
REGQKWTX464480,QKWT464480,14.14
REGQKWTX470480,QKWT470480,14.14
REGQKWTX474480,QKWT474480,14.14
REGQKWTX480480,QKWT480480,14.14
REGQKWTX484480,QKWT484480,15.32
REGQKWTX490480,QKWT490480,15.32
REGQKWTX494480,QKWT494480,15.32
REGQKWTX500480,QKWT500480,15.32
REGQKWTX504480,QKWT504480,15.32
REGQKWTX510480,QKWT510480,15.32
REGQKWTX514480,QKWT514480,15.32
REGQKWTX520480,QKWT520480,15.32
REGQKWTX524480,QKWT524480,16.5
REGQKWTX530480,QKWT530480,16.5
REGQKWTX534480,QKWT534480,16.5
REGQKWTX540480,QKWT540480,16.5
REGQKWTX544480,QKWT544480,16.5
REGQKWTX550480,QKWT550480,16.5
REGQKWTX554480,QKWT554480,16.5
REGQKWTX560480,QKWT560480,16.5
REGQKWTX564480,QKWT564480,17.68
REGQKWTX570480,QKWT570480,17.68
REGQKWTX574480,QKWT574480,17.68
REGQKWTX580480,QKWT580480,17.68
REGQKWTX584480,QKWT584480,17.68
REGQKWTX590480,QKWT590480,17.68
REGQKWTX594480,QKWT594480,17.68
REGQKWTX600480,QKWT600480,17.68
REGQKWTX604480,QKWT604480,18.86
REGQKWTX610480,QKWT610480,18.86
REGQKWTX614480,QKWT614480,18.86
REGQKWTX620480,QKWT620480,18.86
REGQKWTX624480,QKWT624480,18.86
REGQKWTX630480,QKWT630480,18.86
REGQKWTX634480,QKWT634480,18.86
REGQKWTX640480,QKWT640480,18.86
REGQKWTX644480,QKWT644480,20.04
REGQKWTX650480,QKWT650480,20.04
REGQKWTX654480,QKWT654480,20.04
REGQKWTX660480,QKWT660480,20.04
REGQKWTX664480,QKWT664480,20.04
REGQKWTX670480,QKWT670480,20.04
REGQKWTX674480,QKWT674480,20.04
REGQKWTX680480,QKWT680480,20.04
REGQKWTX684480,QKWT684480,21.21
REGQKWTX690480,QKWT690480,21.21
REGQKWTX694480,QKWT694480,21.21
REGQKWTX700480,QKWT700480,21.21
REGQKWTX704480,QKWT704480,21.21
REGQKWTX710480,QKWT710480,21.21
REGQKWTX714480,QKWT714480,21.21
REGQKWTX720480,QKWT720480,21.21
REGQKWTX200640,QKWT200640,8.57
REGQKWTX204640,QKWT204640,8.57
REGQKWTX210640,QKWT210640,8.57
REGQKWTX214640,QKWT214640,8.57
REGQKWTX220640,QKWT220640,8.57
REGQKWTX224640,QKWT224640,8.57
REGQKWTX230640,QKWT230640,8.57
REGQKWTX234640,QKWT234640,8.57
REGQKWTX240640,QKWT240640,8.57
REGQKWTX244640,QKWT244640,10
REGQKWTX250640,QKWT250640,10
REGQKWTX254640,QKWT254640,10
REGQKWTX260640,QKWT260640,10
REGQKWTX264640,QKWT264640,10
REGQKWTX270640,QKWT270640,10
REGQKWTX274640,QKWT274640,10
REGQKWTX280640,QKWT280640,10
REGQKWTX284640,QKWT284640,11.43
REGQKWTX290640,QKWT290640,11.43
REGQKWTX294640,QKWT294640,11.43
REGQKWTX300640,QKWT300640,11.43
REGQKWTX304640,QKWT304640,11.43
REGQKWTX310640,QKWT310640,11.43
REGQKWTX314640,QKWT314640,11.43
REGQKWTX320640,QKWT320640,11.43
REGQKWTX324640,QKWT324640,12.86
REGQKWTX330640,QKWT330640,12.86
REGQKWTX334640,QKWT334640,12.86
REGQKWTX340640,QKWT340640,12.86
REGQKWTX344640,QKWT344640,12.86
REGQKWTX350640,QKWT350640,12.86
REGQKWTX354640,QKWT354640,12.86
REGQKWTX360640,QKWT360640,12.86
REGQKWTX364640,QKWT364640,14.29
REGQKWTX370640,QKWT370640,14.29
REGQKWTX374640,QKWT374640,14.29
REGQKWTX380640,QKWT380640,14.29
REGQKWTX384640,QKWT384640,14.29
REGQKWTX390640,QKWT390640,14.29
REGQKWTX394640,QKWT394640,14.29
REGQKWTX400640,QKWT400640,14.29
REGQKWTX404640,QKWT404640,15.71
REGQKWTX410640,QKWT410640,15.71
REGQKWTX414640,QKWT414640,15.71
REGQKWTX420640,QKWT420640,15.71
REGQKWTX424640,QKWT424640,15.71
REGQKWTX430640,QKWT430640,15.71
REGQKWTX434640,QKWT434640,15.71
REGQKWTX440640,QKWT440640,15.71
REGQKWTX444640,QKWT444640,17.14
REGQKWTX450640,QKWT450640,17.14
REGQKWTX454640,QKWT454640,17.14
REGQKWTX460640,QKWT460640,17.14
REGQKWTX464640,QKWT464640,17.14
REGQKWTX470640,QKWT470640,17.14
REGQKWTX474640,QKWT474640,17.14
REGQKWTX480640,QKWT480640,17.14
REGQKWTX484640,QKWT484640,18.57
REGQKWTX490640,QKWT490640,18.57
REGQKWTX494640,QKWT494640,18.57
REGQKWTX500640,QKWT500640,18.57
REGQKWTX504640,QKWT504640,18.57
REGQKWTX510640,QKWT510640,18.57
REGQKWTX514640,QKWT514640,18.57
REGQKWTX520640,QKWT520640,18.57
REGQKWTX524640,QKWT524640,20
REGQKWTX530640,QKWT530640,20
REGQKWTX534640,QKWT534640,20
REGQKWTX540640,QKWT540640,20
REGQKWTX544640,QKWT544640,20
REGQKWTX550640,QKWT550640,20
REGQKWTX554640,QKWT554640,20
REGQKWTX560640,QKWT560640,20
REGQKWTX564640,QKWT564640,21.43
REGQKWTX570640,QKWT570640,21.43
REGQKWTX574640,QKWT574640,21.43
REGQKWTX580640,QKWT580640,21.43
REGQKWTX584640,QKWT584640,21.43
REGQKWTX590640,QKWT590640,21.43
REGQKWTX594640,QKWT594640,21.43
REGQKWTX600640,QKWT600640,21.43
REGQKWTX604640,QKWT604640,22.86
REGQKWTX610640,QKWT610640,22.86
REGQKWTX614640,QKWT614640,22.86
REGQKWTX620640,QKWT620640,22.86
REGQKWTX624640,QKWT624640,22.86
REGQKWTX630640,QKWT630640,22.86
REGQKWTX634640,QKWT634640,22.86
REGQKWTX640640,QKWT640640,22.86
REGQKWTX644640,QKWT644640,24.29
REGQKWTX650640,QKWT650640,24.29
REGQKWTX654640,QKWT654640,24.29
REGQKWTX660640,QKWT660640,24.29
REGQKWTX664640,QKWT664640,24.29
REGQKWTX670640,QKWT670640,24.29
REGQKWTX674640,QKWT674640,24.29
REGQKWTX680640,QKWT680640,24.29
REGQKWTX684640,QKWT684640,25.71
REGQKWTX690640,QKWT690640,25.71
REGQKWTX694640,QKWT694640,25.71
REGQKWTX700640,QKWT700640,25.71
REGQKWTX704640,QKWT704640,25.71
REGQKWTX710640,QKWT710640,25.71
REGQKWTX714640,QKWT714640,25.71
REGQKWTX720640,QKWT720640,25.71
REGQKWTX200720,QKWT200720,9.64
REGQKWTX204720,QKWT204720,9.64
REGQKWTX210720,QKWT210720,9.64
REGQKWTX214720,QKWT214720,9.64
REGQKWTX220720,QKWT220720,9.64
REGQKWTX224720,QKWT224720,9.64
REGQKWTX230720,QKWT230720,9.64
REGQKWTX234720,QKWT234720,9.64
REGQKWTX240720,QKWT240720,9.64
REGQKWTX244720,QKWT244720,11.25
REGQKWTX250720,QKWT250720,11.25
REGQKWTX254720,QKWT254720,11.25
REGQKWTX260720,QKWT260720,11.25
REGQKWTX264720,QKWT264720,11.25
REGQKWTX270720,QKWT270720,11.25
REGQKWTX274720,QKWT274720,11.25
REGQKWTX280720,QKWT280720,11.25
REGQKWTX284720,QKWT284720,12.86
REGQKWTX290720,QKWT290720,12.86
REGQKWTX294720,QKWT294720,12.86
REGQKWTX300720,QKWT300720,12.86
REGQKWTX304720,QKWT304720,12.86
REGQKWTX310720,QKWT310720,12.86
REGQKWTX314720,QKWT314720,12.86
REGQKWTX320720,QKWT320720,12.86
REGQKWTX324720,QKWT324720,14.46
REGQKWTX330720,QKWT330720,14.46
REGQKWTX334720,QKWT334720,14.46
REGQKWTX340720,QKWT340720,14.46
REGQKWTX344720,QKWT344720,14.46
REGQKWTX350720,QKWT350720,14.46
REGQKWTX354720,QKWT354720,14.46
REGQKWTX360720,QKWT360720,14.46
REGQKWTX364720,QKWT364720,16.07
REGQKWTX370720,QKWT370720,16.07
REGQKWTX374720,QKWT374720,16.07
REGQKWTX380720,QKWT380720,16.07
REGQKWTX384720,QKWT384720,16.07
REGQKWTX390720,QKWT390720,16.07
REGQKWTX394720,QKWT394720,16.07
REGQKWTX400720,QKWT400720,16.07
REGQKWTX404720,QKWT404720,17.68
REGQKWTX410720,QKWT410720,17.68
REGQKWTX414720,QKWT414720,17.68
REGQKWTX420720,QKWT420720,17.68
REGQKWTX424720,QKWT424720,17.68
REGQKWTX430720,QKWT430720,17.68
REGQKWTX434720,QKWT434720,17.68
REGQKWTX440720,QKWT440720,17.68
REGQKWTX444720,QKWT444720,19.29
REGQKWTX450720,QKWT450720,19.29
REGQKWTX454720,QKWT454720,19.29
REGQKWTX460720,QKWT460720,19.29
REGQKWTX464720,QKWT464720,19.29
REGQKWTX470720,QKWT470720,19.29
REGQKWTX474720,QKWT474720,19.29
REGQKWTX480720,QKWT480720,19.29
REGQKWTX484720,QKWT484720,20.89
REGQKWTX490720,QKWT490720,20.89
REGQKWTX494720,QKWT494720,20.89
REGQKWTX500720,QKWT500720,20.89
REGQKWTX504720,QKWT504720,20.89
REGQKWTX510720,QKWT510720,20.89
REGQKWTX514720,QKWT514720,20.89
REGQKWTX520720,QKWT520720,20.89
REGQKWTX524720,QKWT524720,22.5
REGQKWTX530720,QKWT530720,22.5
REGQKWTX534720,QKWT534720,22.5
REGQKWTX540720,QKWT540720,22.5
REGQKWTX544720,QKWT544720,22.5
REGQKWTX550720,QKWT550720,22.5
REGQKWTX554720,QKWT554720,22.5
REGQKWTX560720,QKWT560720,22.5
REGQKWTX564720,QKWT564720,24.11
REGQKWTX570720,QKWT570720,24.11
REGQKWTX574720,QKWT574720,24.11
REGQKWTX580720,QKWT580720,24.11
REGQKWTX584720,QKWT584720,24.11
REGQKWTX590720,QKWT590720,24.11
REGQKWTX594720,QKWT594720,24.11
REGQKWTX600720,QKWT600720,24.11
REGQKWTX604720,QKWT604720,25.71
REGQKWTX610720,QKWT610720,25.71
REGQKWTX614720,QKWT614720,25.71
REGQKWTX620720,QKWT620720,25.71
REGQKWTX624720,QKWT624720,25.71
REGQKWTX630720,QKWT630720,25.71
REGQKWTX634720,QKWT634720,25.71
REGQKWTX640720,QKWT640720,25.71
REGQKWTX644720,QKWT644720,27.32
REGQKWTX650720,QKWT650720,27.32
REGQKWTX654720,QKWT654720,27.32
REGQKWTX660720,QKWT660720,27.32
REGQKWTX664720,QKWT664720,27.32
REGQKWTX670720,QKWT670720,27.32
REGQKWTX674720,QKWT674720,27.32
REGQKWTX680720,QKWT680720,27.32
REGQKWTX684720,QKWT684720,28.93
REGQKWTX690720,QKWT690720,28.93
REGQKWTX694720,QKWT694720,28.93
REGQKWTX700720,QKWT700720,28.93
REGQKWTX704720,QKWT704720,28.93
REGQKWTX710720,QKWT710720,28.93
REGQKWTX714720,QKWT714720,28.93
REGQKWTX720720,QKWT720720,28.93
REGQKWTX200600,QKWT200600,8.57
REGQKWTX204600,QKWT204600,8.57
REGQKWTX210600,QKWT210600,8.57
REGQKWTX214600,QKWT214600,8.57
REGQKWTX220600,QKWT220600,8.57
REGQKWTX224600,QKWT224600,8.57
REGQKWTX230600,QKWT230600,8.57
REGQKWTX234600,QKWT234600,8.57
REGQKWTX240600,QKWT240600,8.57
REGQKWTX244600,QKWT244600,10
REGQKWTX250600,QKWT250600,10
REGQKWTX254600,QKWT254600,10
REGQKWTX260600,QKWT260600,10
REGQKWTX264600,QKWT264600,10
REGQKWTX270600,QKWT270600,10
REGQKWTX274600,QKWT274600,10
REGQKWTX280600,QKWT280600,10
REGQKWTX284600,QKWT284600,11.43
REGQKWTX290600,QKWT290600,11.43
REGQKWTX294600,QKWT294600,11.43
REGQKWTX300600,QKWT300600,11.43
REGQKWTX304600,QKWT304600,11.43
REGQKWTX310600,QKWT310600,11.43
REGQKWTX314600,QKWT314600,11.43
REGQKWTX320600,QKWT320600,11.43
REGQKWTX324600,QKWT324600,12.86
REGQKWTX330600,QKWT330600,12.86
REGQKWTX334600,QKWT334600,12.86
REGQKWTX340600,QKWT340600,12.86
REGQKWTX344600,QKWT344600,12.86
REGQKWTX350600,QKWT350600,12.86
REGQKWTX354600,QKWT354600,12.86
REGQKWTX360600,QKWT360600,12.86
REGQKWTX364600,QKWT364600,14.29
REGQKWTX370600,QKWT370600,14.29
REGQKWTX374600,QKWT374600,14.29
REGQKWTX380600,QKWT380600,14.29
REGQKWTX384600,QKWT384600,14.29
REGQKWTX390600,QKWT390600,14.29
REGQKWTX394600,QKWT394600,14.29
REGQKWTX400600,QKWT400600,14.29
