regal_sku,origin_sku,sale_Price
REGQKWTX404600,QKWT404600,15.71
REGQKWTX410600,QKWT410600,15.71
REGQKWTX414600,QKWT414600,15.71
REGQKWTX420600,QKWT420600,15.71
REGQKWTX424600,QKWT424600,15.71
REGQKWTX430600,QKWT430600,15.71
REGQKWTX434600,QKWT434600,15.71
REGQKWTX440600,QKWT440600,15.71
REGQKWTX444600,QKWT444600,17.14
REGQKWTX450600,QKWT450600,17.14
REGQKWTX454600,QKWT454600,17.14
REGQKWTX460600,QKWT460600,17.14
REGQKWTX464600,QKWT464600,17.14
REGQKWTX470600,QKWT470600,17.14
REGQKWTX474600,QKWT474600,17.14
REGQKWTX480600,QKWT480600,17.14
REGQKWTX484600,QKWT484600,18.57
REGQKWTX490600,QKWT490600,18.57
REGQKWTX494600,QKWT494600,18.57
REGQKWTX500600,QKWT500600,18.57
REGQKWTX504600,QKWT504600,18.57
REGQKWTX510600,QKWT510600,18.57
REGQKWTX514600,QKWT514600,18.57
REGQKWTX520600,QKWT520600,18.57
REGQKWTX524600,QKWT524600,20
REGQKWTX530600,QKWT530600,20
REGQKWTX534600,QKWT534600,20
REGQKWTX540600,QKWT540600,20
REGQKWTX544600,QKWT544600,20
REGQKWTX550600,QKWT550600,20
REGQKWTX554600,QKWT554600,20
REGQKWTX560600,QKWT560600,20
REGQKWTX564600,QKWT564600,21.43
REGQKWTX570600,QKWT570600,21.43
REGQKWTX574600,QKWT574600,21.43
REGQKWTX580600,QKWT580600,21.43
REGQKWTX584600,QKWT584600,21.43
REGQKWTX590600,QKWT590600,21.43
REGQKWTX594600,QKWT594600,21.43
REGQKWTX600600,QKWT600600,21.43
REGQKWTX604600,QKWT604600,22.86
REGQKWTX610600,QKWT610600,22.86
REGQKWTX614600,QKWT614600,22.86
REGQKWTX620600,QKWT620600,22.86
REGQKWTX624600,QKWT624600,22.86
REGQKWTX630600,QKWT630600,22.86
REGQKWTX634600,QKWT634600,22.86
REGQKWTX640600,QKWT640600,22.86
REGQKWTX644600,QKWT644600,24.29
REGQKWTX650600,QKWT650600,24.29
REGQKWTX654600,QKWT654600,24.29
REGQKWTX660600,QKWT660600,24.29
REGQKWTX664600,QKWT664600,24.29
REGQKWTX670600,QKWT670600,24.29
REGQKWTX674600,QKWT674600,24.29
REGQKWTX680600,QKWT680600,24.29
REGQKWTX684600,QKWT684600,25.71
REGQKWTX690600,QKWT690600,25.71
REGQKWTX694600,QKWT694600,25.71
REGQKWTX700600,QKWT700600,25.71
REGQKWTX704600,QKWT704600,25.71
REGQKWTX710600,QKWT710600,25.71
REGQKWTX714600,QKWT714600,25.71
REGQKWTX720600,QKWT720600,25.71
